,0,1,2
270,18.809557,13.626119,2.4413178
271,18.754494,13.672523,2.4470906
272,18.69866,13.719029,2.452559
273,18.64208,13.765635,2.4577358
274,18.584784,13.812334,2.462633
275,18.526798,13.859125,2.467261
276,18.468151,13.906004,2.4716308
277,18.408869,13.952967,2.4757516
278,18.34898,14.00001,2.4796321
279,18.288511,14.04713,2.483281
280,18.227493,14.094322,2.4867053
281,18.165949,14.141584,2.4899123
282,18.103909,14.188912,2.4929085
283,18.0414,14.236302,2.4957
284,17.97845,14.283751,2.4982922
285,17.915087,14.331253,2.5006902
286,17.851336,14.378807,2.5028985
287,17.787228,14.426409,2.5049217
288,17.722788,14.474054,2.5067632
289,17.658047,14.52174,2.5084267
290,17.593027,14.569462,2.5099154
291,17.52776,14.617216,2.5112317
292,17.462273,14.665001,2.5123785
293,17.396593,14.7128105,2.5133574
294,17.330746,14.760642,2.5141706
295,17.264763,14.808492,2.5148194
296,17.19867,14.856356,2.5153048
297,17.132492,14.904231,2.515628
298,17.06626,14.952114,2.5157895
299,17.0,15.0,0.0
300,17.0,15.0,2.7286298
301,16.917778,15.036026,2.7382977
302,16.833755,15.0718775,2.747541
303,16.747946,15.107556,2.7563846
304,16.660372,15.1430645,2.7648509
305,16.57105,15.178404,2.7729614
306,16.479998,15.213576,2.7807355
307,16.387236,15.248583,2.7881918
308,16.292782,15.283426,2.795347
309,16.196653,15.318108,2.8022175
310,16.098867,15.352629,2.8088179
311,15.999447,15.3869915,2.8151622
312,15.898406,15.421198,2.8212633
313,15.795765,15.45525,2.8271332
314,15.691542,15.489148,2.8327837
315,15.585755,15.522896,2.8382251
316,15.478423,15.556495,2.8434675
317,15.369564,15.589945,2.8485203
318,15.259197,15.623249,2.8533924
319,15.147339,15.65641,2.8580916
320,15.03401,15.689428,2.862626
321,14.919228,15.722306,2.8670032
322,14.80301,15.755045,2.8712296
323,14.685376,15.787647,2.8753119
324,14.566344,15.820114,2.879256
325,14.445932,15.8524475,2.883068
326,14.32416,15.88465,2.8867533
327,14.201043,15.916722,2.8903167
328,14.076603,15.948666,2.8937635
329,13.950856,15.980484,2.897098
330,13.823822,16.012177,2.9003246
331,13.695518,16.043747,2.9034474
332,13.565963,16.075197,2.9064705
333,13.435176,16.106527,2.9093974
334,13.303175,16.137741,2.9122317
335,13.169977,16.168839,2.9149766
336,13.035603,16.199821,2.9176354
337,12.900069,16.230694,2.920211
338,12.763395,16.261456,2.9227064
339,12.625599,16.292109,2.925124
340,12.486699,16.322653,2.9274666
341,12.346714,16.353094,2.9297369
342,12.205662,16.383432,2.9319367
343,12.0635605,16.41367,2.9340687
344,11.920429,16.443806,2.9361346
345,11.776286,16.473846,2.9381366
346,11.63115,16.50379,2.9400766
347,11.485039,16.533638,2.9419568
348,11.337971,16.563395,2.9437783
349,11.189964,16.59306,2.945543
350,11.0410385,16.622637,2.9472528
351,10.8912115,16.652126,2.9489088
352,10.740501,16.68153,2.9505126
353,10.588926,16.710852,2.9520657
354,10.436505,16.74009,2.9535694
355,10.283256,16.769249,2.9550247
356,10.129197,16.79833,2.956433
357,9.974348,16.827333,2.9577956
358,9.818726,16.856262,2.9591134
359,9.66235,16.885118,2.9603875
360,9.505237,16.913904,2.9616187
361,9.347407,16.942621,2.9628081
362,9.188878,16.97127,2.9639568
363,9.029669,16.999851,2.9650657
364,8.869798,17.02837,2.966135
365,8.709282,17.056826,2.9671664
366,8.548141,17.085222,2.96816
367,8.386393,17.11356,2.9691167
368,8.224056,17.14184,2.970037
369,8.061149,17.170065,2.970922
370,7.89769,17.198236,2.9717722
371,7.7336974,17.226357,2.9725878
372,7.5691895,17.254427,2.9733698
373,7.4041853,17.28245,2.9741187
374,7.238703,17.310425,2.974835
375,7.0727606,17.338356,2.9755187
376,6.9063764,17.366245,2.9761708
377,6.7395697,17.394094,2.9767916
378,6.5723577,17.421902,2.9773817
379,6.4047594,17.449675,2.977941
380,6.2367935,17.47741,2.9784703
381,6.068478,17.505112,2.9789698
382,5.8998313,17.532782,2.97944
383,5.7308717,17.560423,2.9798808
384,5.561618,17.588034,2.9802928
385,5.3920884,17.615618,2.9806762
386,5.222301,17.643179,2.9810312
387,5.0522747,17.670715,2.9813578
388,4.8820276,17.69823,2.9816568
389,4.711578,17.725727,2.9819279
390,4.5409446,17.753204,2.9821713
391,4.3701453,17.780666,2.9823875
392,4.199199,17.808115,2.9825761
393,4.0281243,17.83555,2.9827378
394,3.8569386,17.862974,2.9828722
395,3.6856613,17.89039,2.9829798
396,3.5143104,17.917799,2.9830604
397,3.3429043,17.945202,2.983114
398,3.1714613,17.972603,2.983141
399,3.0,18.0,0.0
